url,title,content,category,keyword,category_explanation,keyword_explanation
https://github.com/Manirevuri/arangodb-hackathon,GitHub - Manirevuri/arangodb-hackathon,"Navigation Menu Search code, repositories, users, issues, pull requests... Provide feedback We read every piece of feedback, and take your input very seriously. Saved searches Use saved searches to filter your results more quickly To see all available qualifiers, see ourdocumentation. Uh oh! There was an error while loading.Please reload this page. There was an error while loading.Please reload this page. Manirevuri/arangodb-hackathon Folders and files Latest commit History Repository files navigation GraphMind AI: Natural Language Query Agent for CVE Graph Database  Watch the video on Youtube Note: Adding the video here as we ran into playback issues while uploading it to youtube. Project Overview We've developed an AI agent that can process natural language queries on a Common Vulnerabilities and Exposures (CVE) graph database. The graph contains approximately 145,000 nodes and 316,000 edges, allowing for comprehensive vulnerability analysis. We are leveraging claude's MCP integration for creating dynamic UI components. Architecture Diagram  Important Setup Notes Query Tools Our system implements three specialized tools: The ReAct agent is designed to leverage these individual tools to create hybrid query mechanisms for more complex analysis tasks. Getting Started The provided notebook includes sample queries and outputs for each query type (AQL, ArangoSearch, NetworkX code generation, and hybrid queries). Required Environment Variables Performance Considerations Hybrid tool calling  UI Screenshots from Claude Artifacts  About Resources Uh oh! There was an error while loading.Please reload this page. There was an error while loading.Please reload this page. Stars Watchers Forks Releases Packages0 Uh oh! There was an error while loading.Please reload this page. There was an error while loading.Please reload this page. Languages Footer Footer navigation",ai and legal systems,"CVE graph database, AI agent, natural language query",The article discusses an AI tool for analyzing Common Vulnerabilities and Exposures (CVE) data using a graph database.,CVE graph database is the main focus of the article.; AI agent is the tool developed to process natural language queries on the CVE graph database.; Natural language query refers to the ability of the AI agent to understand and respond to human language requests.
https://medium.com/@tomzeppenfeldt/querying-an-erp-using-an-ai-configuration-in-graphileon-c667f21f5b51,Querying an ERP using an AI configuration in Graphileon | by Graphileon — Your path to graphs | Medium,"Sign up Sign in Sign up Sign in Querying an ERP using an AI configuration in Graphileon -- Listen Share I just created a simple though powerful AI configuration in Graphileon to assist users querying their ERP system. What do we feed to the AI? All the AI configuration needs is the model, and a question in natural language.The model is provided through a list of patterns with a short description, like in the image below. The question is provided in natural language. For instance: Which were the 5 most recent purchase orders for ""XYZ"" ? I want to have orderdate, delivery date, supplier , PO number and quantity. The LLM (in our case OpenAI's o3-mini) returns its interpretation, an explanation, the patterns it thinks are relevant, the suggested Cypher statement and the parameters.Note that in this first step, we have not yet provided the full list of properties and their datatypes that are present on the nodes and edges of each pattern. In order to prepare for step 2, we loop through the relevant patterns (see ""relationshipsUsed"" in the picture above), and get for each pattern a random set of datapoints. These datapoints are anonymised, and included in the messages for the second request to the LLM, in which we ask it to review the Cypher statement and use the actual property names and datatypes as they are present in the datapoints. In the final step, Graphileon runs the generated Cypher statement against the database and displays the results. In parallel, an explanation is provided in a Markdown viewer. The functionality described above only takes nine Graphileon functions: -- -- Written byGraphileon — Your path to graphs Graphileon helps business consultants and information analysts to rapidly design and deploy graph-based applications by exploiting the agility of graphs. No responses yet Help Status About Careers Press Blog Privacy Rules Terms Text to speech",ai and legal systems,"AI configuration, Graphileon, ERP system",The article discusses the use of AI in configuring an ERP system using Graphileon.,AI configuration is the central concept of the article.; Graphileon is the tool used for this configuration.; ERP system refers to the system being configured.
https://2024.connected-data.london/speakers/urbashi-mitra/,Urbashi Mitra - Connected Data London 2024,"Have you purchased yours? Buy Your All-Access Pass now & get lifetime access! Existing Attendee?Sign In Urbashi Mitra Gordon S. Marshall Professor in Engineering,
                                

                                
                                    
                                        University of Southern CaliforniaUrbashi Mitra received the B.S. and the M.S. degrees from the University of California at Berkeley and her Ph.D. from Princeton University. She is the Gordon S. Marshall Professor in Engineering at the University of Southern California with appointments in Electrical Engineering and Computer Science About this speaker Dr. Mitra is a Fellow of the IEEE and a Foreign member of Academia Europaea. She is a co-principal investigator of the recently funded National Science Foundation Center on Pandemic Insights. Dr. Mitra was the inaugural Editor-in-Chief for the IEEE Transactions on Molecular, Biological and Multi-scale Communications. Her honors include: the 2024 IEEE Information Theory Society’s Aaron D. Wyner Distinguished Service Award, the 2021 USC Viterbi School of Engineering Senior Research Award, the 2017 IEEE Communications Society Women in Communications Engineering Technical Achievement Award, a 2016 UK Royal Academy of Engineering Distinguished Visiting Professorship, a 2016 US Fulbright Scholar Award,  2012 Globecom Signal Processing for Communications Symposium Best Paper Award, 2012 US National Academy of Engineering Lillian Gilbreth Lectureship, Student Best Paper Award, as co-advisor, at the International Conference on Signal Processing and Communications, Bangalore India 2012, the 2009 DCOSS Applications & Systems Best Paper Award, 2001 Okawa Foundation Award, 2000 OSU College of Engineering Lumley Award for Research, 1997 OSU College of Engineering MacQuigg Award for Teaching, and a 1996 National Science Foundation CAREER Award. Her research interests are in: model-based machine learning, wireless communications, communication and sensor networks, biological communication systems, and the interface of communication, sensing and control. Talks Causal Graph Identification:  optimization, performance bounds and reward optimization Edges Track Review and Unconference Session Proudly supported by  Neo4j, the Graph Database & Analytics leader, helps organizations find hidden relationships and patterns across billions of data connections deeply, easily, and quickly. Proudly supported by  Connect the dots of your data! Ontotext helps enterprises to lower data management costs by up to 30%, enable data fabric architectures, create digital twins, utilize Graph RAG benefits, and take information delivery from days to minutes! Proudly supported by  The vendor of PoolParty Semantic Suite. Graph-based text mining, recommender systems, and data fabric solutions. Proudly supported by  yWorks specializes in the development of professional software solutions that enable the clear visualization of diagrams and networks. Proudly supported by  We’re a cloud tech company that provides organisations around the world with computing infrastructure and software to help them innovate, unlock efficiencies and become more effective. We also created the world’s first – and only – autonomous database to help organise and secure our customers’ data. Proudly supported by  Ultipa builds next-gen graph XAI & real-time database empowering smart enterprises w/ smooth digital transformations. Proudly supported by  Oxford Semantic Technologies (OST) spun out from the University of Oxford and was acquired by Samsung in 2024. OST provides AI software to extract insights from big data, solving issues like medical diagnostics and financial crime. One founder is a BCS Lovelace Medal winner. Proudly supported by  Web3 data platform built on standards. Fluree powers connected, secure, and agile data ecosystems. Proudly supported by  Senzing is the first to deliver real-time, artificial intelligence for entity resolution. Senzing software enables organizations of all sizes to gain highly accurate and valuable insights about who is who and who is related to whom in data. Proudly supported by  We partner with you, and your chosen semantic stack, to liberate your data's meaning from isolated silos. Proudly supported by  All-in-one platform to create AI agents powered by your private data and knowledge.
Make GenAI prototype to production 10 times faster.
We are backed by Y Combinator.
Start free today: https://epsilla.com Proudly supported by  Since 2016 Neural Alpha have delivered cutting edge, sustainability centric Connected Data solutions for blue-chip corporates, financial institutions, Governments and NGOs.  Our bespoke software & data solutions fuse AI, Knowledge Graphs, Taxonomies & other technologies for unprecedented insights. Proudly supported by  Graphwise, born from the merger of Ontotext and Semantic Web Company, empowers enterprises to maximize AI ROI with trusted knowledge graph and semantic A",ai and legal systems,"machine learning, data science, award","The article discusses AI research in the field of data science, with a focus on awards and recognitions.","Machine learning is the central concept of the article as it relates to Dr. Mitra's research.; Data science is implied throughout the text, as the context suggests work in this field.; Award is mentioned multiple times, highlighting Dr. Mitra's achievements."
https://darrendevitt.com/all-fhir-concepts-can-be-explained-simply/,All FHIR concepts can be explained simply – Darren Devitt,"All FHIR concepts can be explained simply FHIR is not rocket science. There’s a quote attributed to Einstein that resonates with me: “If you can’t explain it simply, you don’t understand it well enough.” Writing these posts helps clarify my own understanding of FHIR. When all you have is 300 words there’s no room for complicating things. Here are 9 short posts I wrote over the past year on different FHIR concepts. I learned something new from each one. Let’s start at the very beginning Next, move on to the plumbing Finally, lift the hood on some advanced FHIR features Discussion --- Sign up to my Weekly Email. Check out theVanya FHIR Viewerfor Windows and Mac. Related <span class=""nav-subtitle screen-reader-text"">Page</span> Copyright © 2025 - Darren Devitt Discover more from Darren Devitt Subscribe now to keep reading and get access to the full archive. Type your email… Subscribe Continue reading",healthcare data,"FHIR, healthcare interoperability","The article focuses on FHIR, a healthcare data standard.",FHIR is the primary subject of the article.; Healthcare interoperability is implied through the discussion of FHIR.
https://medium.com/@samschifman/rag-on-fhir-with-knowledge-graphs-04d8e13ee96e,RAG on FHIR with Knowledge Graphs | by Sam Schifman | Medium,"Sign up Sign in Sign up Sign in RAG on FHIR with Knowledge Graphs -- 4 Listen Share In my last post,RAG on FHIR, I introduced some ideas for using FHIR to fuel Retrieval Augmented Generation (RAG). There I went into some detail about what RAG is, but in short it is using some curated data to enrich prompts sent to an Large Language Model (LLM), so that the Artificial Intelligence (AI) can generate a more accurate response. In that article, I also discussed why this makes a difference in healthcare and whyFast Healthcare Interoperable Resources(FHIR) are particularly well suited for RAG. This was a great start to being able to leverage LLMs in healthcare in a responsible way. However, it was only a start. In this article, I will continue to build on those ideas. In particular, I propose to address two limitations of that initial work: Let’s take a closer look at each of these. Healthcare Data is Connected One of the great features of FHIR is that it recognizes that data in healthcare is linked in many ways. For example, a blood pressure measurement is linked to a patient, but it is also linked to the encounter (office visit) in which the reading was taken, the time it was taken, and who took it. FHIR represents this by containing References from one FHIR resource to another. This allows one to fetch all the blood pressure readings for a patient in a nice neat package, and then go back for the other data later. These links are critical to help us understand the real picture of the patient’s healthcare. For example, if that blood pressure was high, we may want to understand what medication changes the doctor made to address that. We can trace the path from the blood pressure to the encounter to the medications ordered at the encounter. But, the real question we probably want to answer is, did the treatment make a difference. To answer this we need another concept, time. Time Matters in Healthcare To figure out if some treatment was successful or not, we need to put that treatment in the context of when it was started and what happened after that. FHIR does not apply any particular ordering to the data. However, most FHIR resources do contain dates that can provide that context. So, you can get all the blood pressure readings and sort them by date and then see if the readings after the encounter in question get better or not. RAG and Connected Data The RAG I discussed in my last article used a Vector Index / Store to capture the meaning of each FHIR resource and allow us to search for them. In my YouTube video,RAG on FHIR, I go into some detail about how this works. However, the Vector Store has no idea about the linking of resources. So, we need a different data structure to handle that. Knowledge Graphs Knowledge Graphs (or generally Graph Data Stores) are very good at capturing this sort of linking. In this context, I am talking about a graph that stores nodes and edges that link nodes, not bar or pie charts. We can visualize a graph like this: Here we have a Knowledge Graph that contains knowledge about the speed of various things. In particular, from this graph we can see that dogs can go 45 MPH and that they are animals, which is different than vehicles. While a car can go 200 MPH, but is not an animal. Knowledge Graphs from FHIR The above graph is a very simple example, but we can use references in FHIR to build a more complex graph about a patient’s healthcare: This is actually only part of the graph created from one FHIR bundle. I again used data generated bySynthea. In this case it is from the data set they make publicly availablehere. What I did was to read each resource, flatten it, and create a node per resource. I then looked in each resource again and pulled out any references to other resources. From these references I created edges to link the nodes. You can see all the code in theJupyter Notebook. Vector Index on Knowledge Graph You might be wondering if I am abandoning Vector Stores completely. The answer is no. When I flatten the FHIR resources, I still create a string representation of them. This time I do that with slightly more sophisticated code, which you can see inGitHub. I then use functionality inNeo4J, the Graph Database I am using, to create a Vector Index of the nodes. You can think of it like projecting the graph into a vector space: We can now turn a question into a vector and find the node that is most likely to answer that question. What about the devourer of all things… Time We now have our connected data in the graph, but we still don’t have any concept of time. What we can do is go back through our resources and pull out the times. In this case I am more interested in just the date part of the time, so I just pulled dates. I then created a node per each unique date and created edges from nodes that contained that date. So, now the graph looks something like this: Each node that contains a date is linked to a node for that date. I make sure that I only create one node per sp",healthcare data,"FHIR, Retrieval Augmented Generation (RAG), Linked Data",The article discusses the use of FHIR for managing healthcare data and its linked nature.,"FHIR is the specific technology used in this context.; Retrieval Augmented Generation (RAG) is the AI concept being applied to healthcare data.; Linked Data, as represented by References in FHIR resources, is a key aspect of the article."
https://medium.com/enterprise-rag/why-lawyers-are-uniquely-suited-to-work-with-llms-bcc66d3dce98,Why Lawyers Are Uniquely Suited to Work with LLMs | by Chia Jeng Yang | Knowledge Graph RAG | Medium,"Sign up Sign in Sign up Sign in Knowledge Graph RAG  Devs and non-technical domain experts build Agentic and RAG-native knowledge graphs  Featured Why Lawyers Are Uniquely Suited to Work with LLMs What This Article Covers: -- 1 Listen Share This article discusses how, despite the fact that lawyers are not engineers, a legally trained mind — when equipped with basic technical knowledge of Large Language Models (LLMs) — can uniquely contribute to their deployment and coordination. Many LLM failures stem from the way AI systems handle language. While impressive, LLMs do not think like humans. Law is one of the few professions built on structuring reasoning and maintaining consistency through language. Lawyers, with the right technical foundation can collaborate with engineers to create expert reasoning and retrieval workflows — charting processes for how LLMs should reason about specific types of legal information. AI offers lawyers the potential to create a programmatic version of themselves — one that retains their expertise but never tires or retires. By understanding LLM search processes like Retrieval Augmented Generation (RAG), lawyers can pinpoint why an LLM fails to retrieve relevant answers and use their semantic expertise to refine its output. Most LLM systems useRetrieval-Augmented Generation (RAG)to pull in external information beyond their training data. This includes searching documents, websites, and other sources before generating an answer. I think of LLMs like an intern. They can follow instructions literally, lack intuitive reasoning, and struggle to connect implicit concepts. They also have a tendency to forget information between interactions.Besides all of these, like an intern with a particular quirk in the way they think, LLMs rely on a single method — semantic similarity — to interpret questions and retrieve relevant information. Knowing this, this approach can be reverse engineered to identify failures. For example, when searching a 300-page contract for “consequential damages,” a lawyer knows: Similarly, LLMs struggle when retrieving conceptually related but substantively material terms. If asked,“What liabilities does the contract impose?”, an LLM may overlook relevant sections if “consequential damages” and “indirect losses” are regarded as non-semantically similar. Lawyers, trained to be sensitive to conceptual equivalencies, can help address these gaps. Let us go in depth into how LLMs retrieve and answer questions in a RAG system so we can start looking at more complex scenarios (and more likely scenarios you may have come across). The basics of RAG that a lawyer would need to know: Chunking, Semantic Similarity, Chunk Filtering Retrieval Augmented Generation (RAG) operates in three critical stages: That’s it — that’s essentially all a simple RAG system does. If I have learnt anything between building developer infrastructure and going through law school, it is that developers, like lawyers, use highly technical terms that belie relatively simple concepts to help enhance job security. In the below image, you can see what a chunk looks like, and you can program the size of the chunks to use. The larger the chunks, the more the information. The smaller the chunks, the smaller the information. Only a certain amount of words can fit into the LLMs context window when they construct the answer. Therefore, the larger the chunks, the less chunks you can fit into the LLM. Variable: Chunk sizeLarge chunks: Better for extracting generalized meaning and insightSmall chunks: Better for extracting specific facts, figures, or statistics The only other thing to know is something called the Top-K filter. This is just a fancy way of saying ‘What is the top number of document chunks we will decide to select to give to the LLM to construct its answer’. Top-K filtering determines how many document chunks an LLM uses to generate an answer. For example, if Top-K = 3, the system selects the three most relevant chunks. A higher Top-K captures more information but risks hallucinations, while a lower Top-K ensures focused answers but may miss key details. One obvious limitation is imagining that you have a question which requires information that is spread across 10 document chunks (i.e. tell me the top 10 clauses that are related to this issue) and the top-k is set to 5, meaning only the top 5 document chunks are retrieved. Variable: Top-kHigher values: More complete responses that incorporate large amounts of informationLower values: More focused, consistent answers For example, consider the query:“What is the recommended dosage of acetaminophen for an adult?” If the system retrieves onlyone chunk, the answer may be misleading. Even worse, if neither chunk explicitly mentions “acetaminophen,” they might not be retrieved at all. Onecommon trickis to ask the LLM to add metadata summaries to each chunk — a summary of the document itself (i.e. imagining that the 2 documents are “Dosage instructions for Acet",ai and legal systems,"Large Language Models (LLMs), Retrieval Augmented Generation (RAG)",The article discusses the unique contribution of lawyers to the deployment and coordination of Large Language Models in legal systems.,Large Language Models are the main focus of the article.; Retrieval Augmented Generation is the AI technology used by LLMs for information retrieval.
https://link.springer.com/journal/10506,"Home | Artificial Intelligence and Law
        ","Artificial Intelligence and Law Overview This journal seeks papers that address the development of formal or computational models of legal knowledge, reasoning, and decision making. It also includes in-depth studies of innovative artificial intelligence systems that are being used in the legal domain, and gives space to studies addressing the legal, ethical and social implications of the use of artificial intelligence in law. It welcomes interdisciplinary approaches including not only artificial intelligence and jurisprudence, but also logic, machine learning, cognitive psychology, linguistics, or philosophy. In addition to original research contributions, this journal welcomes book reviews as well as research notes posing interesting and timely research challenges. Societies and partnerships Journal metrics Latest issue Latest articles Legal text classification in Korean sexual offense cases: from traditional machine learning to large language models with XAI insights Empirical analysis of binding precedent efficiency in Brazilian Supreme Court via case classification R2GQA: retriever-reader-generator question answering system to support students understanding legal regulations in higher education Advancing prompt-based language models in the legal domain: adaptive strategies and research challenges Specialized or general AI? a comparative evaluation of LLMs’ performance in legal tasks Sign up for alerts Get notified when new articles are published. Journal information © Springer Nature B.V. Journal navigation About this journal Articles For authors Search Navigation Discover content Publish with us Products and services Our brands 168.91.255.120 Not affiliated © 2025 Springer Nature",ai and legal systems,"artificial intelligence, legal domain, machine learning",The article discusses the application of artificial intelligence in the legal field.,Artificial Intelligence is the main focus of the article.; Legal domain refers to the specific context of the discussed AI applications.; Machine learning is mentioned as a key technology used.
https://www.openownership.org/en/blog/lessons-from-building-a-prototype-single-search-tool-for-beneficial-ownership-registers/,Lessons from building a prototype single-search tool for beneficial ownership registers | openownership.org,"Lessons from building a prototype single-search tool for beneficial ownership registers Photo byLisa ZoeonUnsplash. Beneficial ownership (BO) data is useful only once it is in the hands of those who need it. However, ourrecent researchwith users of BO data found that lack of access to information is still one of the biggest barriers to its effective use. Our work developing theOpen Ownership Registershowed that there is demand for accessing BO information from multiple countries. Yet, only a few countries publish the bulk BO data required to power such tools. Many countriesaremaking it possible for users to search and explore BO data at a national level. But if you’re conducting an investigation into a company or person, you might not know where to look. Therefore, knowingwhethera register holds specific information andwhichregister holds that specific information could save time and resources in investigations. A little while ago, we had a simple idea – what if there was a place where you could search multiple countries’ BO registers at once? Would that be possible? Would that be useful? We spent some time over the last few months creating and testing a tool to start answering these questions. We wanted to learn: This blog post describes the tool we built in light of these questions, and what we learned in the process. Initial thinking To start thinking about what this might look like, we developed a product vision board to consider our target audience and their needs. We then discussed what kind of product might be able to serve these needs. This exercise helped us make a few key decisions: Identifying sources We came up with a longlist of 33 potential sources of information – BO registers – for the tool based on the Open Ownershipmap. These potential sources either provided some level of public search functionality or were present in commercial tools like Moody’s Orbis database. We then needed to figure out which of these would be accessible. Our criteria were that the source: This left us with a list of nine accessible BO registers we could search by company name or entity ID number, and four we could search by a person’s name. Note: this list is not exhaustive – there may be other registers that we could have connected to, but these were the ones we identified in the time available. The tool With these sources, we designed a simple tool. It has just a search bar and radio button which allows you to choose whether to search for a company name or a person’s name. After inputting the name of a company and selecting ""Company search"", the tool will return the list of sources and number of matches found in the source. For example, searching the company name “Aurubis” returns: It then links to each separate BO register, where the user can choose to go and recreate the search to try to access the actual BO information if they so choose. Similarly, the user can instead choose to search for a person’s name – doing so returns a similar but shorter table of registers, just those that allow a search by a person’s name: Users are then able to go and recreate the search on the relevant registers if they get a match. If you want to try it yourself, the tool is availablehere– you will need to follow the install instructions in the README file. Testing with users After creating the tool, we wanted to get it in front of some real-life users of BO data in order to see if it would be something they found useful. We identified a number of types of users that might find this kind of information helpful, including: We conducted a total of six interviews with relevant users. We asked each interviewee: Following a demonstration of the tool, we subsequently asked: What we learned We spent 11 days of developer time, plus another 20 days on design and testing. Despite the many limitations, we learned some interesting things: All users who tested the tool expressed that there was value in a simple signposting tool. As one bank employee said: However, nobody followed up to ask for access following the demonstration, which would have been a much stronger signal of value. Four of the six people interviewed suggested that adding more sources within the tool would make it more useful, over and above providing information about the beneficial owners of companies or companies owned by the people searched. However, some users did ask to see the data within the tool itself, particularly if it could either visualise BO networks or enable the search of other sources for information retrieved by the initial search. For example, if an initial search for a company name would retrieve the name of a beneficial owner, the user would be able to directly conduct a second search for that beneficial owner. It took 11 total developer days to set up 9 sources and a simple user interface. Of course, there are bugs and issues that could be ironed out with more time, but this is not a difficult technical problem. When the sources are accessible – even if po",federated search,"beneficial ownership, multi-country search, data access",The article discusses the development of a tool for federated search across multiple beneficial ownership registers.,Beneficial ownership is the main focus of the article.; Multi-country search refers to the ability to search multiple countries' registers simultaneously.; Data access highlights the importance of making beneficial ownership data easily accessible.
https://www.occrp.org/en/project/cyprus-confidential/billionaire-roman-abramovichs-company-set-up-fake-superyacht-chartering-scheme-in-apparent-attempt-to-evade-millions-in-taxes,Billionaire Roman Abramovich’s Company Set Up Fake Superyacht Chartering Scheme in Apparent Attempt to Evade Millions in Taxes | OCCRP," Matching Results Get quality reporting directly into your inbox, every week By submitting your email address you agree toOCCRP’s Privacy Policy Billionaire Roman Abramovich’s Company Set Up Fake Superyacht Chartering Scheme in Apparent Attempt to Evade Millions in Taxes People working for Abramovich designed a corporate structure to give the false impression that the billionaire’s yachts were being commercially chartered to third parties, and therefore eligible for tax breaks. James O'Brien/OCCRP Banner:
      James O'Brien/OCCRP Related Articles Leak Unveils Russian Oligarch Abramovich’s $1 Billion Art Collection. Despite Sanctions, It Has Not Been Seized or Frozen. Credit Suisse Banked Abramovich Fortune Held in Secret Offshore Companies Abramovich’s Secret Football Payments May Have Breached Financial Fair Play Rules Reported by A company ultimately owned by the Russian billionaire Roman Abramovich set up a fake superyacht-leasing business in Cyprus in an apparent attempt to evade millions of euros in tax, leaked files and correspondence obtained by OCCRP reveal. Between 1999 and 2010, the former Chelsea Football Club owner assembled a fleet of superyachts worth around $1.2 billion, including the world’s longest at the time, Eclipse, which boasted two helipads and a swimming pool that could turn into a dance floor. The yachts spent part of the year sailing in European waters. Operating them was expensive, and under EU law, value-added tax was due on everything needed to keep them in service — fuel, staff, port fees, maintenance, and more. But these costs were exempt from the EU tax for vessels used for commercial purposes. To claim the exemption, people working for Abramovich devised a complex scheme in which the luxury vessels were leased to what looked like independent customers paying to go on a cruise for a week or two. In reality, the companies hiring the superyachts were owned by an offshore trust whose beneficial owner was Abramovich. Cypriot tax officials later found that the yachts were not in fact used commercially, and in 2012 the country’s tax authority ordered Abramovich’s company to pay 14 million euros ($18.5 million) to cover the unpaid tax. Lawyers for the company tried to overturn the order in court, but the appeal was finally dismissed last year. Representatives for Abramovich did not respond to questions about whether the outstanding tax bill had been settled. Billionaire Roman Abramovich. Leaked emails from people working for Abramovich, discovered by The Bureau of Investigative Journalism and the BBC and shared with OCCRP, reveal an explicit intention to deceive tax inspectors. “Our structure must as clearly as possible separate the different parties so that an investigator checking on our operation would see it as a legitimate structure,” a director of Abramovich’s company wrote in an email in 2005, when the scheme began. “But we all have to recognise that a determined investigator could eventually discover this is an in-house structure with the possible consequences that would entail.” A Leak of Secretive Cypriot Documents A Leak of Secretive Cypriot Documents The leaked files originate from Cypriot corporate service provider MeritServus, whose managing director, Cypriot chartered accountant Demetris Ioannides, was sanctioned by the U.K. government in 2023 for setting up “murky offshore structures” for Abramovich. (Ioannides did not respond to a request for comment.) The documents were obtained by the whistleblower group Distributed Denial of Secrets and initially shared with OCCRP and The Guardian. This investigation is part of Cyprus Confidential, a global investigative collaboration led by the International Consortium of Investigative Journalists (ICIJ) and Paper Trail Media. The email is a “smoking gun for tax artificiality,” Rita de la Feria, a professor of tax law at the University of Leeds, told reporters at OCCRP’s partner outlets the BBC and the Guardian. “It does appear that this structure is artificial, that it is set up in order to pass off private consumption of the yachts as business expenditure.” Asked by reporters whether the tax had been paid, the head of Cyprus’ Audit Office said only, “The matter will be examined by our Office.” Lawyers for Abramovich denied “any allegation that [Abramovich] had or ought to have any knowledge of, is personally responsible for and/or is personally liable for any alleged deception of any government authority in order to evade payment of taxes which were lawfully due or for any other purpose.” OCCRP has not seen any leaked emails about the yachts to or from Abramovich himself. But the emails frequently refer to the billionaire and include many exchanges between service providers and one of Abramovich’s close friends, who was also a business associate of his. A 'Tax-Efficient' Structure for Superyachts 2005 was a big year for Roman Abramovich. In April, Chelsea F.C., the English football team he had purchased two years earlier, won",financial crime technology,"superyacht, tax evasion, offshore trust",The article discusses a financial crime involving the use of complex structures to evade taxes.,Superyacht is the asset involved in the financial crime.; Tax evasion is the criminal activity described.; Offshore trust is the method used to hide ownership.
https://www.occrp.org/en/project/the-azerbaijani-laundromat/the-contract-factory-inside-danske-bank-estonias-money-laundering-machine,‘The Contract Factory’: Inside Danske Bank Estonia’s Money Laundering Machine | OCCRP," Matching Results Get quality reporting directly into your inbox, every week By submitting your email address you agree toOCCRP’s Privacy Policy ‘The Contract Factory’: Inside Danske Bank Estonia’s Money Laundering Machine Investigators allege 19 bankers laundered more than $1.6 billion of illicit funds, some of it from a huge Russian tax evasion scheme and a Facebook phishing scam. Banner:
      Alexander Welscher/dpa/Alamy Live News Related Articles Azerbaijani Couple, Including President’s Cousin, Owns Properties Worth Millions in London and Ibiza Jet-Setting DJ — and Cousin of Azerbaijan’s President Aliyev — Accused of Receiving Millions In Suspicious Funds Agreed Statement Reported by Skype user Maxim.Canning was a veritable one-stop-shop for anyone looking to launder illicit funds. For a fee, he would not only sell you a company registered on an offshore paradise island, but also help you to disguise who really owned it. If you needed to transfer suspect money, he could make fake contracts to give it a semblance of legality, or rapidly funnel the cash through dozens of offshore accounts. “Maxim” could even find you proxy directors to add to company paperwork — for a price. “We have for 1000 euros per piece a Kazakh until 2022,” he wrote to one client in 2014, after the documents they had provided for a different director didn’t check out. Estonian investigators say Maxim’s real name was Jevgeni Agnevštšikov, and he was one of 19 people on Danske Bank Estonia’s foreign banking team who they believe laundered more than US$1.6 billion of illicit funds for their clients. The money allegedly originated in eight schemes in Russia, Azerbaijan, the U.S., Iran, Switzerland, and Georgia, as well as a scam that defrauded Facebook out of nearly $100 million. It flowed through Danske Bank Estonia accounts between 2007 and 2015, when the bank was at the center of one of Europe’s largest ever money laundering scandals. Late last year, investigators presented a 160-page report to the 19 bankers detailing the accusations against them. The document, obtained by Estonia’s Eesti Ekspress and shared with OCCRP and Danish newspaper Berlingske, outlines the charges that prosecutors expect to file in the coming months, before the case goes to court. Only 15 are expected to face charges, however, as two were found not to have been involved and two provided evidence. Investigators allege Agnevštšikov’s bosses, Juri Kidjajev and Erik Lidmets, started selling off-the-books services in 2005, when they worked for the Estonian branch of Sampo Bank. They allegedly continued after Danske Bank bought Sampo two years later, recruiting other trusted bankers to join their team. When Danske Bank closed its foreign banking division in 2015, several of these bankers moved to other lenders in Estonia, where investigators say some continued to launder money for up to four more years. Lidmets declined to comment and reporters were unable to reach Kidjajev. Andres Simson, a lawyer for Agnevštšikov and another of the accused bankers, declined to comment while the case is ongoing, saying only: “I can confirm that my defendants deny any guilt."" Philippe Vollot, chief administrative officer at Danske Bank, said the bank was cooperating with authorities in the investigation. “Combating financial crime and money laundering is a key priority for Danske Bank. Overall, we are now in a different position with respect to combating financial crime and money laundering than when the situation developed in Estonia,” he said. State prosecutor Maria Entsik declined to comment on the contents of the report, which she said should not be disclosed before trial. She said police would soon send the full case file to prosecutors, so they could decide whether to take it forward. “To date, a total amounting to 10 million euros in assets of suspects and third parties enriched by the proceeds of crime have been seized to secure the confiscation requirements of the state,” she added. ‘Long Live Photoshop’ Conversations cited in the investigative document show how the bankers helped their clients to avoid running afoul of Danske Bank’s anti-money laundering controls. In one Skype chat, banker Mikhail Murnikov advised user thunderball1111 on how to fill in the details of a proxy director to ensure it would be accepted by the bank’s Moscow offices, including adding fake seals and signatures. “Long live Photoshop,” he joked. In another conversation from September 2014, Murnikov contacted someone going by the Skype name Richard-zorge77 with what he described as a “mega-proposal.” “If the contracts go so difficult for you and not very beautifully. We have an additional service. We make contracts with stamps and signatures for our and every other bank. And whatever other documents. The price list is 1500 euros per company.” It is not clear from the investigators’ report if Richard-zorge77 accepted the “mega-proposal,” but the following April, Murnikov sent him another message. ",financial crime technology,"money laundering, offshore accounts, proxy directors",The article discusses the use of financial technologies for money laundering activities.,Money laundering is the central topic of the article.; Offshore accounts are mentioned as a method used in money laundering.; Proxy directors are discussed as potential actors in money laundering schemes.
